gene_id	bundle_id	chr	left	right	FPKM	FPKM_conf_lo	FPKM_conf_hi		chr	left	right	FPKM	FPKM_avg
NM_018783	3011305	chr5	112755388	112767093	4.08598	3.58211	4.58984		chr5	112755388	112767093	4.27449	4.180235
NM_027323	3011305	chr5	112766410	112772060	2.59164	2.38927	2.79401		chr5	112766410	112772060	3.53224	3.06194
NM_138646	3011307	chr5	112772114	112807443	1.36399	1.04023	1.68774		chr5	112772114	112807443	2.1424	1.753195
NM_028386	3011313	chr5	112814465	112821233	0.206767	0.0379425	0.375592		chr5	112814465	112821233	0.170048	0.1884075
NM_019982	3011331	chr5	112848177	113006205	0.135353	0.0654569	0.205249		chr5	112848177	113006205	0.124674	0.1300135
NM_028901	3011405	chr5	113117896	113308477	13.2652	12.6613	13.8691		chr5	113117896	113308477	18.1177	15.69145
NM_177078	3011553	chr5	113339497	113444534	3.88082	3.51769	4.24395		chr5	113339497	113444534	5.06446	4.47264
NM_001035531	3011553	chr5	113389583	113444534	1.02722	0.986652	1.06779		chr5	113389583	113444534	1.39008	1.20865
NM_172884	3011617	chr5	113515344	113592333	7.59239	7.05908	8.12569		chr5	113515344	113592333	11.0864	9.339395
NR_027934	3011847	chr5	113672243	113709621	0.135331	0.0616263	0.209036		chr5	113672243	113709621	0.200745	0.168038
NM_177292	3011939	chr5	113919466	114039679	0.724166	0.53233	0.916002		chr5	113919466	114039679	1.44189	1.083028
NM_008153	3011985	chr5	114062363	114100399	0.614754	0.397406	0.832102		chr5	114062363	114100399	1.25131	0.933032
NM_001010825	3012015	chr5	114185790	114190616	0.847237	0.60517	1.08931		chr5	114185790	114190616	1.02384	0.9355385
NM_016926	3012027	chr5	114192454	114221658	6.00509	5.40003	6.61015		chr5	114192454	114221658	8.42331	7.2142
NM_025526	3012037	chr5	114222820	114228291	6.17825	4.94424	7.41226		chr5	114222820	114228291	7.21804	6.698145
NM_146162	3012045	chr5	114243737	114250361	0.999474	0.675202	1.32375		chr5	114243737	114250361	1.40169	1.200582
NM_009151	3012059	chr5	114267806	114280510	0.104945	0.0110794	0.198811		chr5	114267806	114280510	0.137016	0.1209805
NM_011779	3012101	chr5	114292447	114358715	16.2542	15.2372	17.2711		chr5	114292447	114358715	19.0317	17.64295
NM_198109	3012149	chr5	114392227	114443766	3.35785	2.87693	3.83877		chr5	114392227	114443766	4.43546	3.896655
NM_001033202	3012169	chr5	114550341	114572933	2.1157	1.70853	2.52286		chr5	114550341	114572933	2.70663	2.411165
NM_175016	3012175	chr5	114573942	114578185	1.33431	0.810952	1.85767		chr5	114573942	114578185	1.41812	1.376215
NM_001040691	3012185	chr5	114580443	114589330	3.68687	2.42076	4.95299		chr5	114580443	114589330	2.43422	3.060545
NM_011677	3012185	chr5	114581164	114589330	3.54254	2.32871	4.75636		chr5	114581164	114589330	5.36904	4.45579
NM_133904	3012327	chr5	114615526	114700767	4.9921	4.63346	5.35074		chr5	114615526	114700767	7.15612	6.07411
NM_001164573	3012353	chr5	114764949	114814585	0.123705	0.121036	0.126374		chr5	114764949	114814585	0.150937	0.137321
NM_026145	3012353	chr5	114813581	114830514	6.37508	2.41114	10.339		chr5	114813581	114830514	13.1791	9.77709
NM_054093	3012355	chr5	114830615	114871175	10.1183	9.46547	10.7711		chr5	114830615	114871175	13.1861	11.6522
NM_029956	3012371	chr5	114881042	114894036	3.40339	2.90429	3.90248		chr5	114881042	114894036	4.06305	3.73322
NM_023556	3012373	chr5	114894314	114910599	1.94374	1.43764	2.44985		chr5	114894314	114910599	2.27592	2.10983
NM_001004180	3012439	chr5	115018259	115063227	0.223249	0.0886249	0.357874		chr5	115018259	115063227	0.320471	0.27186
NM_022017	3012443	chr5	115072163	115108430	0.152527	0.0508423	0.254211		chr5	115072163	115108430	0.100352	0.1264395
NM_019821	3012457	chr5	115119510	115140944	6.94654	5.97501	7.91806		chr5	115119510	115140944	7.30812	7.12733
NM_029992	3012469	chr5	115157787	115172336	1.60358	1.25365	1.95351		chr5	115157787	115172336	2.35501	1.979295
NM_019834	3012489	chr5	115177416	115223500	4.20761	3.77984	4.63538		chr5	115177416	115223500	5.81561	5.01161
NR_027872	3012491	chr5	115223743	115224992	0.262556	0.04818	0.476933		chr5	115223743	115224992	0.129558	0.196057
NM_026718	3012495	chr5	115225148	115255829	8.44536	7.69186	9.19885		chr5	115225148	115255829	11.1627	9.80403
NR_027817	3012513	chr5	115258205	115263985	2.46196	1.82628	3.09763		chr5	115258205	115263985	2.63307	2.547515
NM_181075	3012525	chr5	115271945	115273477	0.925383	0.462692	1.38808		chr5	115271945	115273477	1.08449	1.0049365
NM_011854	3012581	chr5	115346942	115362254	0.662279	0.447407	0.877151		chr5	115346942	115362254	0.550401	0.60634
NM_145209	3012593	chr5	115373248	115387920	0.102929	0	0.205859		chr5	115373248	115387920	0.0253951	0.06416205
NM_028211	3012597	chr5	115392210	115398549	6.91474	5.84459	7.9849		chr5	115392210	115398549	7.55967	7.237205
NM_009327	3012601	chr5	115398988	115421071	0.154394	0.0514647	0.257323		chr5	115398988	115421071	0.0846504	0.1195222
NM_029012	3012621	chr5	115461532	115548799	9.63169	8.76711	10.4963		chr5	115461532	115548799	13.3339	11.482795
NM_007383	3012699	chr5	115560307	115569322	13.0316	11.7863	14.277		chr5	115560307	115569322	15.0631	14.04735
NM_175352	3012703	chr5	115572574	115584984	2.69966	2.29716	3.10217		chr5	115572574	115584984	3.48556	3.09261
NM_175403	3012737	chr5	115592989	115608185	26.5013	25.5147	27.4879		chr5	115592989	115608185	30.3925	28.4469
NM_026398	3012797	chr5	115685859	115690979	5.74739	4.62023	6.87455		chr5	115685859	115690979	4.90853	5.32796
NM_016698	3012801	chr5	115691779	115722904	25.4743	24.1363	26.8122		chr5	115691779	115722904	34.0956	29.78495
NM_026504	3012811	chr5	115729710	115746981	8.98633	7.99547	9.9772		chr5	115729710	115746981	11.2138	10.100065
NM_019682	3012811	chr5	115747118	115750999	38.7854	36.7371	40.8338		chr5	115747118	115750999	31.5278	35.1566
NM_025573	3012895	chr5	115777185	115783089	13.2641	11.6843	14.8438		chr5	115777185	115783089	14.5292	13.89665
NM_029645	3012895	chr5	115783250	115791170	7.42774	6.4718	8.38368		chr5	115783250	115791170	8.19539	7.811565
NM_026933	3012897	chr5	115791255	115793561	5.31445	4.26203	6.36687		chr5	115791255	115793561	5.24481	5.27963
NM_007748	3012913	chr5	115795662	115798964	189.92	181.094	198.746		chr5	115795662	115798964	207.664	198.792
NM_008629	3012999	chr5	115879693	115904211	1.52076	1.05777	1.98375		chr5	115879693	115904211	2.37979	1.950275
NM_133760	3013033	chr5	115928020	115934493	2.04385	1.50711	2.5806		chr5	115928020	115934493	2.33006	2.186955
NM_133915	3013087	chr5	115956710	116005995	3.33858	1.94541	4.73175		chr5	115956710	116005995	6.21811	4.778345
NM_011223	3013087	chr5	115956710	116005995	5.80933	3.37596	8.2427		chr5	115956710	116005995	5.148	5.478665
NM_007475	3013093	chr5	116009475	116013736	94.811	90.9041	98.7178		chr5	116009475	116013736	84.203	89.507
NM_172719	3013097	chr5	116015271	116072663	4.20738	3.87931	4.53546		chr5	116015271	116072663	6.19989	5.203635
NR_027810	3013107	chr5	116081057	116081825	0.498162	0.121587	0.874737		chr5	116081057	116081825	0.4214	0.459781
NM_198163	3013109	chr5	116081995	116097167	9.80185	8.80651	10.7972		chr5	116081995	116097167	11.4337	10.617775
NM_001080808	3013125	chr5	116099294	116181568	0.471931	0.235965	0.707896		chr5	116099294	116181568	0.378419	0.425175
NM_007708	3013199	chr5	116295664	116456350	2.01708	1.7642	2.26995		chr5	116295664	116456350	3.06613	2.541605
NM_031869	3013235	chr5	116463598	116474437	5.9692	5.17153	6.76686		chr5	116463598	116474437	7.8108	6.89
NM_177759	3013271	chr5	116575589	116738994	0.0846715	0	0.169343		chr5	116575589	116738994	0.041781	0.06322625
NM_030704	3013317	chr5	116858503	116872873	11.8541	10.6582	13.05		chr5	116858503	116872873	12.7406	12.29735
NR_015595	3013339	chr5	116888730	116915496	0.0162762	0.0138151	0.0187373		chr5	116888730	116915496	0.0192869	0.01778155
NM_026886	3013339	chr5	116889281	117041826	0.350965	0.249417	0.452512		chr5	116889281	117041826	0.435108	0.3930365
NM_178622	3013507	chr5	117541688	117566002	12.1507	11.103	13.1984		chr5	117541688	117566002	12.2812	12.21595
NM_001081308	3013581	chr5	117583603	117723924	1.59486	1.25675	1.93297		chr5	117583603	117723924	1.82156	1.70821
NM_018858	3013603	chr5	117732659	117737573	34.4606	31.936	36.9853		chr5	117732659	117737573	32.8437	33.65215
NM_001033311	3013639	chr5	117769274	117805015	1.25381	0.993784	1.51384		chr5	117769274	117805015	1.88931	1.57156
NM_021539	3013659	chr5	117807313	117828598	11.4475	10.4281	12.467		chr5	117807313	117828598	12.6256	12.03655
NM_028128	3013661	chr5	117829153	117839032	7.56268	6.58508	8.54028		chr5	117829153	117839032	7.55711	7.559895
NM_001034873	3013673	chr5	117864008	118005951	0.079228	0.0299045	0.128552		chr5	117864008	118005951	0.0708794	0.0750537
NM_001114545	3013673	chr5	117864837	118213330	0.14744	0.0564665	0.238413		chr5	117864837	118213330	0.0378521	0.09264605
NM_145564	3013749	chr5	118426778	118460200	7.39596	6.75281	8.0391		chr5	118426778	118460200	9.47908	8.43752
NM_021344	3013765	chr5	118477832	118511879	2.84301	2.03072	3.6553		chr5	118477832	118511879	3.37836	3.110685
NM_172721	3013797	chr5	118514989	118605467	5.98377	5.47114	6.49641		chr5	118514989	118605467	7.71712	6.850445
NM_007545	3013807	chr5	118619772	118639487	0.0530224	0.00654402	0.0995008		chr5	118619772	118639487	0.0301561	0.04158925
NM_001109902	3013809	chr5	118640744	118695034	0.905475	0.692052	1.1189		chr5	118640744	118695034	0.59574	0.7506075
NM_001081236	3013811	chr5	118695235	118713123	2.1289	1.71139	2.54641		chr5	118695235	118713123	1.57575	1.852325
NM_172424	3013991	chr5	119010727	119215446	3.49864	3.21178	3.7855		chr5	119010727	119215446	5.08925	4.293945
NM_198052	3014405	chr5	120120677	120134610	1.4257	1.17657	1.67483		chr5	120120677	120134610	1.75069	1.588195
NM_011537	3014769	chr5	120284671	120335227	7.41961	6.77805	8.06116		chr5	120284671	120335227	10.4361	8.927855
NM_028762	3014861	chr5	120566521	120648980	1.88086	1.55829	2.20342		chr5	120566521	120648980	2.70242	2.29164
NM_008499	3014997	chr5	120881894	120891466	0.0199764	0	0.0599292		chr5	120881894	120891466	0.0197146	0.0198455
NM_133902	3015013	chr5	120908210	120922772	2.12474	1.50489	2.74459		chr5	120908210	120922772	2.58766	2.3562
NM_145565	3015017	chr5	120926555	120933914	0.530253	0.502275	0.55823		chr5	120926555	120933914	0.417056	0.4736545
NM_023625	3015017	chr5	120933901	120953632	3.68985	3.21651	4.16319		chr5	120933901	120953632	5.80646	4.748155
NM_133221	3015021	chr5	120961200	120984033	0.456413	0.270083	0.642743		chr5	120961200	120984033	0.450432	0.4534225
NM_145853	3015023	chr5	120984165	121038622	3.96264	3.53092	4.39437		chr5	120984165	121038622	5.42505	4.693845
NM_029408	3015025	chr5	121039031	121057122	0.229369	0.0559824	0.402756		chr5	121039031	121057122	0.097013	0.163191
NM_029096	3015031	chr5	121059071	121062578	1.09452	0.701358	1.48769		chr5	121059071	121062578	1.18471	1.139615
NM_028041	3015035	chr5	121063138	121078601	5.70052	5.13746	6.26358		chr5	121063138	121078601	6.90876	6.30464
NM_013832	3015057	chr5	121098830	121129602	0.0340745	0	0.0822631		chr5	121098830	121129602	0.0672559	0.0506652
NM_008052	3015059	chr5	121130272	121161678	0.161833	0.0642441	0.259422		chr5	121130272	121161678	0.101635	0.131734
NM_145227	3015069	chr5	121180342	121199857	0.127336	0.0424453	0.212227		chr5	121180342	121199857	0.13963	0.133483
NM_145226	3015071	chr5	121203106	121227668	0.0579223	0.00611502	0.10973		chr5	121203106	121227668	0.0571633	0.0575428
NM_145210	3015077	chr5	121236320	121245539	0.0224513	0	0.075949		chr5	121236320	121245539	0.0470652	0.03475825
NM_033541	3015079	chr5	121250207	121262523	0.172279	0.0439203	0.300637		chr5	121250207	121262523	0.224017	0.198148
NM_001083925	3015081	chr5	121262646	121274169	0.097718	0	0.264524		chr5	121262646	121274169	0.123692	0.110705
NM_145228	3015085	chr5	121311430	121323512	0.0387855	0	0.109431		chr5	121311430	121323512	0.00652959	0.022657545
NM_011852	3015087	chr5	121326150	121337607	0.0877161	0	0.185808		chr5	121326150	121337607	0.132697	0.11020655
NM_145211	3015093	chr5	121346267	121357534	0.121672	0.00291176	0.240432		chr5	121346267	121357534	0.111626	0.116649
NM_001109992	3015213	chr5	121580541	121641406	13.7641	13.031	14.4972		chr5	121580541	121641406	8.07116	10.91763
NM_011290	3015225	chr5	121654509	121659249	28.4116	26.1816	30.6417		chr5	121654509	121659249	23.8775	26.14455
NM_172275	3016171	chr5	121821734	121835624	5.06889	2.41037	7.7274		chr5	121821734	121835624	12.3888	8.728845
NM_172722	3016189	chr5	121847990	121890122	5.08709	4.48861	5.68558		chr5	121847990	121890122	5.8369	5.461995
NM_026129	3016209	chr5	121894761	121902483	23.5243	21.4902	25.5584		chr5	121894761	121902483	31.027	27.27565
NM_172125	3016231	chr5	121950105	121952989	0.388029	0.216522	0.559535		chr5	121950105	121952989	0.261486	0.3247575
NM_172126	3016299	chr5	121968612	121971704	0.750807	0.520402	0.981211		chr5	121968612	121971704	0.871908	0.8113575
NM_010765	3016327	chr5	121975059	121995901	5.52	4.78071	6.2593		chr5	121975059	121995901	6.52255	6.021275
NM_009656	3016357	chr5	122017695	122043833	6.3645	5.57049	7.15851		chr5	122017695	122043833	7.3809	6.8727
NM_178799	3016377	chr5	122048289	122068947	0.72433	0.466114	0.982546		chr5	122048289	122068947	0.851106	0.787718
NM_028037	3016393	chr5	122071037	122110519	0.369427	0.22008	0.518774		chr5	122071037	122110519	0.453964	0.4116955
NM_028227	3016395	chr5	122110594	122137256	3.96075	3.47777	4.44374		chr5	122110594	122137256	5.32135	4.64105
NM_009125	3016443	chr5	122161617	122264959	11.4699	10.7211	12.2187		chr5	122161617	122264959	14.6847	13.0773
NM_008507	3016449	chr5	122267223	122286810	4.97669	4.3146	5.63877		chr5	122267223	122286810	6.42183	5.69926
NM_175474	3016475	chr5	122299036	122304608	2.43433	1.95692	2.91175		chr5	122299036	122304608	2.00973	2.22203
NM_007804	3016513	chr5	122310224	122497834	1.71032	1.4399	1.98075		chr5	122310224	122497834	2.17318	1.94175
NM_010861	3016587	chr5	122550988	122556863	3069.47	3036.91	3102.03		chr5	122550988	122556863	3251.09	3160.28
NM_183307	3016587	chr5	122558064	122588071	3.78255	3.1807	4.3844		chr5	122558064	122588071	3.68573	3.73414
NM_013636	3016605	chr5	122608287	122625278	15.5325	14.3378	16.7273		chr5	122608287	122625278	17.3619	16.4472
NM_028752	3016677	chr5	122660306	122692306	0.748083	0.580718	0.915449		chr5	122660306	122692306	1.05944	0.9037615
NM_001039153	3016677	chr5	122691523	122714469	1.19581	0.919388	1.47223		chr5	122691523	122714469	1.4505	1.323155
NM_177242	3016695	chr5	122734406	122774290	5.008	4.52071	5.49528		chr5	122734406	122774290	6.09463	5.551315
NM_144912	3016713	chr5	122775516	122804204	0.548956	0.274478	0.823434		chr5	122775516	122804204	0.914225	0.7315905
NM_019780	3016715	chr5	122804421	122813296	27.6921	25.2002	30.184		chr5	122804421	122813296	26.1121	26.9021
NM_026883	3016723	chr5	122814592	122821972	8.94946	7.53865	10.3603		chr5	122814592	122821972	10.2032	9.57633
NM_024216	3016725	chr5	122822516	122832778	4.67807	3.82398	5.53217		chr5	122822516	122832778	5.50165	5.08986
NM_019824	3016729	chr5	122841936	122856187	34.8042	31.8087	37.7997		chr5	122841936	122856187	37.3377	36.07095
NM_019805	3016759	chr5	122872452	122894918	7.1601	6.40536	7.91485		chr5	122872452	122894918	9.08802	8.12406
NM_009722	3016815	chr5	122903521	122952234	72.5844	68.922	76.2467		chr5	122903521	122952234	141.496	107.0402
NR_027838	3016815	chr5	122903522	122952234	41.278	39.1995	43.3565		chr5	122903522	122952234	46.817	44.0475
NM_009879	3017099	chr5	123000212	123064527	4.83557	4.23694	5.43421		chr5	123000212	123064527	5.79614	5.315855
NM_011027	3017127	chr5	123093919	123134293	0.274557	0.13089	0.418224		chr5	123093919	123134293	0.326225	0.300391
NM_011026	3017143	chr5	123157565	123179051	2.55041	2.02148	3.07933		chr5	123157565	123179051	3.32892	2.939665
NM_145358	3017169	chr5	123183206	123214303	1.17516	0.863856	1.48647		chr5	123183206	123214303	1.9024	1.53878
NM_001042491	3017255	chr5	123237469	123271348	16.2619	9.4547	23.0692		chr5	123237469	123271348	19.8828	18.07235
NM_021505	3017255	chr5	123237469	123271348	16.3455	9.50283	23.1882		chr5	123237469	123271348	20.4545	18.4
NM_030564	3017307	chr5	123300196	123318954	8.51716	7.54097	9.49334		chr5	123300196	123318954	8.62638	8.57177
NM_001003953	3017321	chr5	123320684	123439101	1.06563	0.911096	1.22016		chr5	123320684	123439101	1.23527	1.15045
NM_013910	3017321	chr5	123320684	123350359	3.1959	2.67028	3.72152		chr5	123320684	123350359	3.01183	3.103865
NM_175423	3017399	chr5	123465082	123480461	3.50543	2.86543	4.14543		chr5	123465082	123480461	4.5321	4.018765
NM_029112	3017431	chr5	123487135	123496829	0.117919	0	0.284682		chr5	123487135	123496829	0.116374	0.1171465
NM_001039723	3017479	chr5	123526283	123567454	1.67493	1.23123	2.11862		chr5	123526283	123567454	2.00097	1.83795
NM_175092	3017487	chr5	123568188	123582638	0.357059	0.166203	0.547914		chr5	123568188	123582638	0.42789	0.3924745
NM_026000	3017703	chr5	123678198	123700134	3.60713	3.05545	4.15882		chr5	123678198	123700134	3.49741	3.55227
NM_029850	3017869	chr5	123794456	123824092	4.43378	3.92932	4.93824		chr5	123794456	123824092	6.78998	5.61188
NM_133917	3017895	chr5	123844827	123907940	3.01682	2.71589	3.31775		chr5	123844827	123907940	4.23634	3.62658
NM_198611	3017963	chr5	123960468	123961891	0.213393	0.203954	0.222831		chr5	123960468	123961891	0.0474806	0.1304368
NM_023232	3017963	chr5	123961338	123974173	8.63781	7.63244	9.64318		chr5	123961338	123974173	9.56226	9.100035
NM_029929	3017987	chr5	123978770	124023024	4.29635	3.81824	4.77446		chr5	123978770	124023024	5.34928	4.822815
NM_019765	3018007	chr5	124029078	124134300	9.19167	8.52571	9.85763		chr5	124029078	124134300	12.345	10.768335
NM_027494	3018031	chr5	124148310	124171053	5.7767	5.23387	6.31952		chr5	124148310	124171053	6.44351	6.110105
NM_025438	3018055	chr5	124178438	124199421	6.59483	4.3484	8.84126		chr5	124178438	124199421	12.1986	9.396715
NM_001005525	3018055	chr5	124178438	124199421	12.5199	8.23064	16.8092		chr5	124178438	124199421	10.2494	11.38465
NM_001005523	3018055	chr5	124183366	124199421	3.01306	2.84106	3.18506		chr5	124183366	124199421	2.80086	2.90696
NM_001042421	3018057	chr5	124199734	124271602	3.07785	2.76694	3.38876		chr5	124199734	124271602	3.88214	3.479995
NM_175520	3018097	chr5	124326744	124330029	0.0332758	0	0.0803348		chr5	124326744	124330029	0.0328397	0.03305775
NM_026603	3018121	chr5	124357283	124378841	10.4668	9.45518	11.4784		chr5	124357283	124378841	11.4804	10.9736
NM_001134767	3018127	chr5	124380697	124419904	0.571652	0.393098	0.750205		chr5	124380697	124419904	0.4816	0.526626
NM_145070	3018129	chr5	124423636	124453223	1.55589	1.27757	1.83422		chr5	124423636	124453223	2.44453	2.00021
NM_177876	3018139	chr5	124454649	124482269	6.87545	6.1019	7.649		chr5	124454649	124482269	7.96635	7.4209
NM_019875	3018201	chr5	124511865	124545807	0.0983602	0.0180494	0.178671		chr5	124511865	124545807	0.194142	0.1462511
NM_025671	3018229	chr5	124562346	124565485	1.4829	1.02527	1.94053		chr5	124562346	124565485	1.32409	1.403495
NM_144509	3018233	chr5	124566116	124568204	11.583	10.1193	13.0467		chr5	124566116	124568204	12.6862	12.1346
NM_011256	3018235	chr5	124568698	124666427	5.68432	5.25105	6.11759		chr5	124568698	124666427	8.00126	6.84279
NM_001081323	3018495	chr5	124700967	124778460	3.27608	2.99666	3.55551		chr5	124700967	124778460	4.137	3.70654
NM_028310	3018495	chr5	124778097	124790130	0.492931	0.480952	0.50491		chr5	124778097	124790130	0.377914	0.4354225
NM_001134717	3018495	chr5	124778097	124791847	3.84092	3.62453	4.05731		chr5	124778097	124791847	4.19061	4.015765
NM_013812	3018517	chr5	124795447	124804637	15.0687	13.4453	16.6921		chr5	124795447	124804637	17.2708	16.16975
NM_001081203	3018559	chr5	124818710	124875923	8.98283	8.54124	9.42441		chr5	124818710	124875923	10.9126	9.947715
NM_030241	3018569	chr5	124889938	124912316	12.9313	11.9151	13.9474		chr5	124889938	124912316	15.0602	13.99575
NM_030259	3018573	chr5	124913273	124928244	2.12549	1.51821	2.73277		chr5	124913273	124928244	2.52573	2.32561
NM_029532	3018587	chr5	124933163	124941131	5.40382	4.3637	6.44395		chr5	124933163	124941131	6.41935	5.911585
NM_021430	3018601	chr5	124943088	124981400	5.56518	4.82967	6.3007		chr5	124943088	124981400	6.3077	5.93644
NM_019770	3018617	chr5	124990799	125000512	19.7707	18.2914	21.2501		chr5	124990799	125000512	21.8908	20.83075
NM_026409	3018633	chr5	125002872	125018947	2.02623	1.56441	2.48805		chr5	125002872	125018947	3.22025	2.62324
NM_145371	3018647	chr5	125020222	125029066	7.1351	6.23794	8.03226		chr5	125020222	125029066	8.51672	7.82591
NM_181410	3018649	chr5	125029156	125047689	3.18003	2.66918	3.69088		chr5	125029156	125047689	3.28009	3.23006
NM_026486	3018651	chr5	125048757	125077658	0.909546	0.635308	1.18378		chr5	125048757	125077658	1.53005	1.219798
NM_011596	3018655	chr5	125079647	125202517	3.98021	3.44351	4.5169		chr5	125079647	125202517	5.57069	4.77545
NM_019536	3018665	chr5	125205454	125314678	0.0350405	0.0116802	0.0584009		chr5	125205454	125314678	0.0230542	0.02904735
NM_144819	3018667	chr5	125314801	125342591	0.775255	0.501161	1.04935		chr5	125314801	125342591	0.358639	0.566947
NM_001081750	3018673	chr5	125343074	125369000	13.6695	12.8135	14.5256		chr5	125343074	125369000	15.7284	14.69895
NM_028443	3018807	chr5	125483844	125492917	0.430619	0.191754	0.669483		chr5	125483844	125492917	0.71919	0.5749045
NM_011424	3018847	chr5	125497524	125659584	5.32378	4.96227	5.68528		chr5	125497524	125659584	7.88557	6.604675
NM_016741	3018907	chr5	125757459	125821444	8.13924	7.29524	8.98324		chr5	125757459	125821444	10.2351	9.18717
NM_019639	3018981	chr5	125866334	125870387	15.3547	14.174	16.5354		chr5	125866334	125870387	22.2978	18.82625
NM_203319	3019039	chr5	125894773	125914418	2.28336	1.93616	2.63056		chr5	125894773	125914418	2.83959	2.561475
NM_029752	3019053	chr5	125921937	125941255	2.79612	2.50035	3.09188		chr5	125921937	125941255	3.97133	3.383725
NM_030210	3019087	chr5	125956242	125997773	1.11964	0.841888	1.39738		chr5	125956242	125997773	1.35996	1.2398
NM_175432	3019509	chr5	127722195	128046160	0.502407	0.35584	0.648974		chr5	127722195	128046160	0.770109	0.636258
NM_133895	3019603	chr5	128076035	128097762	2.42375	1.98123	2.86626		chr5	128076035	128097762	2.51158	2.467665
NR_015517	3019681	chr5	129085004	129106562	0.15908	0.0388269	0.279334		chr5	129085004	129106562	0.0897119	0.12439595
NM_175284	3019685	chr5	129106980	129109968	0.245316	0.111342	0.379289		chr5	129106980	129109968	0.351992	0.298654
NM_001081388	3019737	chr5	129266275	129459237	0.140997	0.0559725	0.226021		chr5	129266275	129459237	0.278298	0.2096475
NM_007941	3019761	chr5	129490435	129514439	3.23261	2.74107	3.72416		chr5	129490435	129514439	3.63283	3.43272
NM_009391	3019783	chr5	129526030	129530196	28.865	27.2043	30.5258		chr5	129526030	129530196	28.0973	28.48115
NM_001081342	3019837	chr5	129602624	129710474	0.201134	0.108847	0.29342		chr5	129602624	129710474	0.323865	0.2624995
NM_172276	3019931	chr5	130007105	130077259	7.33042	6.63386	8.02698		chr5	130007105	130077259	9.243	8.28671
NM_011846	3019945	chr5	130090088	130114086	0.344632	0.19768	0.491583		chr5	130090088	130114086	0.324656	0.334644
NM_172462	3020055	chr5	130160469	130175963	0.98385	0.749486	1.21821		chr5	130160469	130175963	1.31528	1.149565
NM_025450	3020075	chr5	130221402	130224566	13.024	11.481	14.5669		chr5	130221402	130224566	15.018	14.021
NM_008095	3020101	chr5	130230949	130264201	56.2055	53.7854	58.6256		chr5	130230949	130264201	57.9606	57.08305
NM_133900	3020117	chr5	130271433	130293129	3.05815	2.39861	3.71768		chr5	130271433	130293129	2.94788	3.003015
NM_009838	3020117	chr5	130293260	130322231	47.8563	45.5993	50.1132		chr5	130293260	130322231	50.7479	49.3021
NM_026445	3020123	chr5	130322865	130339827	2.39705	1.912	2.8821		chr5	130322865	130339827	3.17963	2.78834
NM_011079	3020123	chr5	130339310	130354954	0.283044	0.250115	0.315973		chr5	130339310	130354954	0.391035	0.3370395
NM_024166	3020131	chr5	130357031	130363340	59.3676	55.591	63.1441		chr5	130357031	130363340	47.2611	53.31435
NM_183088	3020139	chr5	130371592	130379492	3.11215	2.58952	3.63477		chr5	130371592	130379492	3.12245	3.1173
NM_026916	3020145	chr5	130384409	130387150	0.0871698	0	0.261509		chr5	130384409	130387150	0.516165	0.3016674
NM_027121	3020169	chr5	130417982	130458760	1.71601	0.72504	2.70698		chr5	130417982	130458760	1.70389	1.70995
NM_001001327	3020169	chr5	130417982	130458760	1.49977	0.645814	2.35373		chr5	130417982	130458760	1.03942	1.269595
NM_010368	3020185	chr5	130464890	130478698	7.18799	6.38809	7.9879		chr5	130464890	130478698	8.16995	7.67897
NM_133768	3020203	chr5	130487372	130500201	2.39497	1.80979	2.98016		chr5	130487372	130500201	2.64581	2.52039
NM_007761	3020209	chr5	130505175	130536653	4.94502	4.08744	5.80259		chr5	130505175	130536653	4.4399	4.69246
NM_013837	3020233	chr5	130549195	130611599	2.34196	1.81828	2.86564		chr5	130549195	130611599	3.40912	2.87554
NM_172509	3020255	chr5	130620757	130631678	0.640472	0.459302	0.821642		chr5	130620757	130631678	0.960853	0.8006625
NM_019983	3020359	chr5	130663049	130690207	2.47107	2.03253	2.90962		chr5	130663049	130690207	3.45641	2.96374
NM_001081394	3020363	chr5	130695613	130719635	6.04535	5.44003	6.65067		chr5	130695613	130719635	7.45376	6.749555
NM_023248	3020375	chr5	130721601	130731332	10.1972	8.96947	11.4249		chr5	130721601	130731332	11.1202	10.6587
NM_178897	3020377	chr5	130731488	130761256	0.274077	0.237717	0.310437		chr5	130731488	130761256	0.368082	0.3210795
NM_001015876	3020377	chr5	130732906	130817437	1.93668	1.56514	2.30821		chr5	130732906	130817437	2.09698	2.01683
NM_145218	3020439	chr5	131350820	131783392	0.573127	0.400323	0.745931		chr5	131350820	131783392	0.707021	0.640074
NM_177047	3020499	chr5	131913551	133018213	3.62172	3.26022	3.98321		chr5	131913551	133018213	4.91407	4.267895
NM_030719	3021025	chr5	134575617	134617628	2.11941	1.80692	2.4319		chr5	134575617	134617628	2.72822	2.423815
NM_033572	3021045	chr5	134623927	134652637	3.17049	2.62271	3.71827		chr5	134623927	134652637	2.82539	2.99794
NM_053266	3021069	chr5	134659907	134694013	1.55234	1.23951	1.86516		chr5	134659907	134694013	1.92859	1.740465
NM_010876	3021075	chr5	134696129	134705495	0.662856	0.432079	0.893632		chr5	134696129	134705495	0.455936	0.559396
NM_001080749	3021097	chr5	134713703	134790616	19.6132	15.682	23.5444		chr5	134713703	134790616	23.1631	21.38815
NM_010365	3021097	chr5	134713703	134790616	5.28794	3.94682	6.62906		chr5	134713703	134790616	7.3552	6.32157
